prod_nbr,marca_fabricante,tipo_marca,prod_nm,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
50130921,COMPUTING,Marca Externa,LAPTOP GAMING 15.6IN R5 16GB 1TB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114722,HP,Marca Externa,ALL IN ONE HP 22-DD0520LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50115088,HP,Marca Externa,LAPTOP HP14-DQ0505LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130258,HP,Marca Externa,LAPTOP HP 15.6 AMD RYZEN 5 8GB 512,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131470,ASUS,Marca Externa,LAPTOP ASUS 14INCH CI5 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131471,ASUS,Marca Externa,LAPTOP GAMING ASUS R5 16GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128847,HP,Marca Externa,LAPTOP HP PAVILION 15 EG0512LA CORE I5,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13489,TECNOCENT,ST,EE,No EcolÂ¾gico,No Retail,N/A
50131257,LENOVO,Marca Externa,LAPTOP GAMER LENOVO 15.6IN 16GB 1TB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50119522,APPLE,Marca Externa,IPAD PRO 11 128GB WI-FI PLATA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,11841,INGRAM MICRO MEXICO,ST,N,No EcolÂ¾gico,No Retail,N/A
50125898,HP,Marca Externa,LAPTOP HP CI3 16GB 512 14 PLATA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130929,HP,Marca Externa,"""ALL IN ONE HP PROONE 245 23.8"""" G10""",14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11718,EXEL DEL NORTE,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137944,LENOVO,Marca Externa,LAPTOP LENOVO INTEL C5 24GB 512 SSD W11,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122069,GHIA,Marca Externa,TABLET GHIA7 A7 2GB 16GB ANDROID 11 NGR,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50128906,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK 15 IN CI3 8GB 128GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130203,HP,Marca Externa,LAPTOP HP 15.6 CI5 16GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137237,LENOVO,Marca Externa,LENOVO THINKCENTRE NEO 50A 12SD002GLS,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137567,ASUS,Marca Externa,LAPTOP ASUS TUF CI5 16G 512S 16IN W11 GR,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128698,TECNOCENT,Marca Externa,DT OPTIPLEX 7010 SFF CI512500 W11P 8GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,13489,TECNOCENT,ST,EE,No EcolÂ¾gico,No Retail,N/A
50130701,SAMSUNG,Marca Externa,TABLET SAMSUNG GALAXY TAB S6 10 6 GRIS,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,11718,EXEL DEL NORTE,ST,EE,No EcolÂ¾gico,No Retail,N/A
50130266,LENOVO,Marca Externa,LAPTOP LENOVO 14 CI3 8GB 256 GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134933,HP,Marca Externa,LAPTOP HP OMEN C ULTRA 9 32G 2T 15.6IN N,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114727,HP,Marca Externa,LAPTOP HP15-FB0106LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132990,MULTI,Marca Externa,COMBO STITCH TABLET 8INCH CROSSB AUDIF,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12339,STUFFACTORY,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122154,TRIDEN,Marca Externa,TABLET COMPAQ 8 32GB CON EARBUDS,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12516,TRIDEN CORP,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137233,HACER,Marca Externa,LAPTOP HACER ASPIRE GO NX J50AA 003,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122591,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK X1502ZA-BQ575W,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128909,ASUS,Marca Externa,ASUS ALL IN ONE R3 8G 512SSD BLANCA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137300,LENOVO,Marca Externa,AIO LENOVO 23.8IN CI3 8GB 512GB GRIS,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114723,HP,Marca Externa,ALL IN ONE HP 22-DF0501LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120359,HP,Marca Externa,LAPTOP HP 14-EM0002LA AMD RYZEN 5 8GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129307,CVA SERVIC,Marca Externa,TABLET GHIA A7 A133 2GB 32GB AND11 WHITE,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50137301,LENOVO,Marca Externa,AIO LENOVO 23.8IN R7 16 GB 512 GB BLANCO,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131469,ASUS,Marca Externa,LAPTOP ASUS 14INCH CI3 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122520,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK D515DA-BQ1281W,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129303,CVA SERVIC,Marca Externa,TBLT GHIA VECTOR TEC PLS 4G 64G AND13 BK,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50129917,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK CI3 8G 256 + MOCH,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130924,COMPUTING,Marca Externa,MONITOR HP 23.8IN FHD,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129308,CVA SERVIC,Marca Externa,TABLET GHIA A7 A133 2GB 32GB AND11 BLACK,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50137765,HP,Marca Externa,LAPTOP GAMING RTX 4050 C5 16 GB 512 GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130539,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK 14 CI5 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114728,HP,Marca Externa,LAPTOP HP14-FQ1004LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129315,DELL,Marca Externa,LAPTOP DELL INSP 16IN CI5 16GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130185,,Marca Externa,LAPTOP DELL INSPIRON 3520 INTEL CORE I7,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50132898,LENOVO,Marca Externa,LAPTOP LENOVO IDP SLIM 15.6INC 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50118685,SAMSUNG,Marca Externa,TABLET SAMSUNG GALAXY A8,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12255,REPRESENTACION ACTUALIZADA DE,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131675,HP,Marca Externa,LAPTOP HP 240 G10 14PULG,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120361,HP,Marca Externa,LAPTOP PAVILION 15-EG0512LA COREI5 16GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137566,ASUS,Marca Externa,LAPTOP ASUS CI5 8GB 512SSD 14IN W11 AZUL,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50138701,HP,Marca Externa,LAPTOP HP 240 G10 C3GD2AT CUSTOM16512,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122521,LENOVO,Marca Externa,LAPTOP ASUS VIVOBOOK X1500EA-BQ2549W,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128908,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK 15IN CI5 16GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50114733,HP,Marca Externa,LAPTOP HP15-DY5009LA 8GB/512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50118390,SAMSUNG,Marca Externa,TABLET SAMSUNG GALAXY TABA7 GR,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,11718,EXEL DEL NORTE,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127147,ASUS,Marca Externa,LAPTOP ASUS EXPERTBOOK 14IN CI7 16/512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11857,MACRO ELECTRONICA EMPRESARIAL,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131670,LENOVO,Marca Externa,LENOVO IDEAC AIO 23.8INCH CI5 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128526,HP,Marca Externa,LAPTOP HP 14-DQ0505LA 8GB/256 IPSN5030,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129302,CVA SERVIC,Marca Externa,TBLT GHIA VECTOR PLS 4GB 64GB AND13 BK,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50137764,HP,Marca Externa,LAPTOP GAMING RTX 3050 C5 16 GB 512 GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130688,APPLE,Marca Externa,IPAD WIFI 10 9 PULG 64GB PLATA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,11857,MACRO ELECTRONICA EMPRESARIAL,ST,EE,No EcolÂ¾gico,No Retail,N/A
50112788,HP,Marca Externa,LAPTOP HP 14-CF2540LA 4GB/128G,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135811,HP,Marca Externa,LAPTOP HP R5 8GB 512GB 15.6IN + M365 1Y,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50111285,HP,Marca Externa,LAPTOP HP 15-EH0002 8GB/512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129823,LENOVO,Marca Externa,LAPTOP LENOVO GAMING LOQ R5 8G 512G,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137587,LENOVO,Marca Externa,LAPTOP LENOVO V14 G4 INTEL C3 8GB 256GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122153,TCNOCENT,Marca Externa,TABLET COMPAQ 10.1 64GB CON TECLADO,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,13529,REDLEMON TECHNOLOGY,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134381,CVA SERVIC,Marca Externa,TABLET GHIA PANDA OJOS AZ GPND133A3,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50112530,ACER,Marca Externa,LAPTOP ACER TRAVEL 4GB/64GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11619,ACER COMPUTEC MEXICO,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
50125731,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK 15 IN CI3 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128529,HP,Marca Externa,LAPTOP HP 15 IN CI3 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134629,,Marca Externa,LAPTOP LENOVO V15 15.6IN R5 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129342,LANIX,Marca Externa,LAPTOP LANIX XBOOK B15,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131533,DELL,Marca Externa,DELL OPTIFLEX 7020 SFF WINDOWS 11 PRO,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135095,LENOVO,Marca Externa,LAPTOP IDEAPAD SLIM CI5 8GB 512GB 15.3 V,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50138666,LENOVO,Marca Externa,TABLET LENOVO IDEA TABONE G85 MEDIATEK,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,11718,EXEL DEL NORTE,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128970,HP,Marca Externa,AIO HP CI3 8/512GB 22 DG0000LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120356,HP,Marca Externa,LAPTOP HP 15-FD0000LA CORE I3 8GB RAM,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129317,LENOVO,Marca Externa,LAPTOP LENOVO IDEAP 16IN CI7 16GB 1TB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130200,ACER,Marca Externa,LAPTOP ACER ASPIRE 3 15.6 CI5 8GB 1TB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50118335,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK D1502IA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131268,APPLE,Marca Externa,MACBOOK PRO XDR 14.2 PUL 16GB 512GB SSD,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50133416,APPLE,Marca Externa,MACBOOK AIR 13 INCH M4 16GB 512GB PT,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11841,INGRAM MICRO MEXICO,ST,N,No EcolÂ¾gico,No Retail,N/A
50123491,SN,Marca Externa,LAPTOP ASUS VIVOBOOK PRO D3500QC KJ423W,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130860,SAMSUNG,Marca Externa,SAMSUNG GALAXY TABA9 4GB 64GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,No Retail,N/A
50111278,HP,Marca Externa,AIO HP 24 IN CI3 4GB 1TB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130687,LENOVO,Marca Externa,LENOVO V14 G4 AMN 14 PULG 8GB 256 GB SSD,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11857,MACRO ELECTRONICA EMPRESARIAL,ST,EE,No EcolÂ¾gico,No Retail,N/A
50128965,HP,Marca Externa,LAPTOP HP CI5 8/512GB 15.6 FD0058LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131534,DELL,Marca Externa,COMPUTADORA DELL INSPIRON 3030 SFF,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50118701,HP,Marca Externa,AIO RYZEN 3 4GB/512GB HP,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50138493,HP,Marca Externa,LAPTOP GAMING VICTUS R7 16 GB 512 GB SSD,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116249,HP,Marca Externa,LAPTOP HP 15DY2508LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50118336,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK X1502ZA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125806,EXEL,Marca Externa,LAPTOP IDEA SLIM 3 R5 8GB 512,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137750,HP,Marca Externa,LAPTOP HP 255 G10 A82ZVUA ROW,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50112961,HP,Marca Externa,LAPTOP HP 15-DW1058LA 8G/256G,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128518,LENOVO,Marca Externa,LAPTOP LENOVO IDEAPAD 14 IN R5 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125774,HP,Marca Externa,LAPTOP HP VICTUS CI5 8GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127133,ASUS,Marca Externa,ASUS VIVOBOOK R3 8G 512SSD PLATA E1504FA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134091,LENOVO,Marca Externa,LAPTOP LENOVO THINKBOOK 21KG00B4LM,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,No Retail,N/A
50135689,LENOVO,Marca Externa,LAPTOP LENOVO IDEAPAD C7 24GB 1T 15 GRIS,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
