prod_nbr,marca_fabricante,tipo_marca,prod_nm,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
50122455,ECOTEC,Marca Externa,CONTENEDOR AMERICANO 260L,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12503,GREEN ROBOT TECNOLOGIAS,ST,N,No EcolÂ¾gico,No Retail,N/A
50138112,PLEDGE,Marca Externa,LUSTRADOR DE MUEBLES AEROSOL 2PCK 430 ML,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,61320,EXKLIN,ST,EE,No EcolÂ¾gico,No Retail,N/A
50117723,,Marca Externa,PAPEL HIGIENICO PADRE(117719),12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12380,BUNZL DE MÉXICO,ST,ER,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122466,ECOTEC,Marca Externa,MODULO DE 3 CONTENEDORES ECOLOGIC 30L,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12503,GREEN ROBOT TECNOLOGIAS,ST,N,No EcolÂ¾gico,No Retail,N/A
50125373,,Marca Externa,CESTO DE BASURA 5L CON PEDAL,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,20533,OFFICE DEPOT ASIA HOLDING,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50109616,SIGEL,Marca Externa,CESTO DE BASURA REDONDO MESH P,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,20503,NINGBO EVEREXCEL INT'L TRADING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50123684,SN,Marca Externa,JALADOR PARA REGADERA ALUMINIO CROMADO,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,13485,BED BATH & BEYOND MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50110401,,Marca Externa,MECHUDO DE PABILO 400 GR,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12138,DALMICK,ST,ER,No EcolÂ¾gico,No Retail,N/A
50119846,,Marca Externa,GOMA LIMPIADORA PARA AUTOS SHOT,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,11920,IMPULSORA INTERVISION,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50138121,EL CASTOR,Marca Externa,JALADOR LIMPIADOR MASTER 60CM,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,61320,EXKLIN,ST,EE,No EcolÂ¾gico,No Retail,N/A
50120456,NESCAFE,Marca Externa,CREMA COFFE MATE CAJA 200 SOBRES,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12012,SERVICIOS COMERCIALES AMAZON MEXICO,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50121626,SN,Marca Externa,ESCOBA DE INTERIORES,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,11496,"3M MEXICO,",ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50110923,,Marca Externa,PASTILLA WC WIESE 1/2 LUNA 70,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12297,CASMOR SERVICIOS Y COMERCIALIZA,ST,ER,No EcolÂ¾gico,Tienda Igual Retail,Activa
50035991,SABLON,Marca Externa,CESTO DE BASURA SABLON JUMBO N,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,10797,GRUPO AZOR MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50115154,,Marca Externa,GUANTE DE LATEX ROJO TALLA 8,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12380,BUNZL DE MÉXICO,ST,ER,No EcolÂ¾gico,Tienda Igual Retail,Activa
50115162,,Marca Externa,WIESE DESINFECTANTE 226ML,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12380,BUNZL DE MÉXICO,ST,ER,No EcolÂ¾gico,Tienda Igual Retail,Activa
50121620,SN,Marca Externa,SCOTCHGARD LIMPIADOR DE TELAS,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,11496,"3M MEXICO,",ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50121627,SN,Marca Externa,RECOGEDOR CON MANGO LARGO,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,11496,"3M MEXICO,",ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50110914,,Marca Externa,JALADOR DE PLASTICO 40 CM,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12297,CASMOR SERVICIOS Y COMERCIALIZA,ST,ER,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116917,,Marca Externa,BARRIL ROTATORIO DE 2KGS,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12392,DIAMANTEX,ST,EE,No EcolÂ¾gico,No Retail,N/A
50122459,ECOTEC,Marca Externa,CONTENEDOR EUROPEO 240L,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12503,GREEN ROBOT TECNOLOGIAS,ST,N,No EcolÂ¾gico,No Retail,N/A
50120462,LA PASTORA,Marca Externa,TE SURTIDO LA PASTORA CAJA 150 SOBRES,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12138,DALMICK,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50123546,SN,Marca Externa,BOLSA TRAJE DE BANO VINILO RAYAS,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,13485,BED BATH & BEYOND MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50109615,SIGEL,Marca Externa,CESTO DE BASURA REDONDO MESH,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,20503,NINGBO EVEREXCEL INT'L TRADING,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116395,,Marca Externa,JABON BLUMEN 221ML COCO,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12056,GRUPO COMERCIAL DI LEON,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50138120,PALMOLIVE,Marca Externa,AJAX 5 LITROS LIMPIADOR MULTIUSOS,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,61320,EXKLIN,ST,EE,No EcolÂ¾gico,No Retail,N/A
50110405,,Marca Externa,REPUESTO ESCOBA ABANICO,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12138,DALMICK,ST,ER,No EcolÂ¾gico,No Retail,N/A
50134406,12248,Marca Externa,JUEGO DE 3 MICOFIBRA PREMIUM 30X30 CM,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12248,COMERCIALIZADORA ICASI,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50110398,,Marca Externa,LIMPIAVIDRIOS DALMICK CON,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12138,DALMICK,ST,ER,No EcolÂ¾gico,No Retail,N/A
50138122,EL CASTOR,Marca Externa,JUEGOS DE CEPILLO DE LIMPIEZA,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,61320,EXKLIN,ST,EE,No EcolÂ¾gico,No Retail,N/A
50110925,,Marca Externa,AROMATIZANTE AIR WICK REPUESTO,12,SEGURIDAD Y MANTENIMIENTO,1205,MANTENIMIENTO,120501,ARTICULOS DE LIMPIEZA,12297,CASMOR SERVICIOS Y COMERCIALIZA,ST,ER,No EcolÂ¾gico,No Retail,N/A
50118393,ASUS,Marca Externa,ALL IN ONE ASUS V241EAK CI5,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130201,ACER,Marca Externa,LAPTOP ACER ASPIRE 3 CI7 15.6 16 GB 1TB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128966,HP,Marca Externa,LAPTOP HP PAVIL CI3 8/512GB 14 EK0010,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134366,CVA SERVIC,Marca Externa,LAPTOP GAMER GHIA 15.6 FHD INTEL CORE I5,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50137535,HP,Marca Externa,LAPTOP HP R5 8GB 512 GB 15.6 PLATEADA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129316,DELL,Marca Externa,AIO DELL INSPIRON 24 IN CI3 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135871,HP,Marca Externa,LAPTOP HP 245 G10 AMD B84N3AT,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,EE,No EcolÂ¾gico,No Retail,N/A
50122155,HP,Marca Externa,ALL IN ONE HP24 AMD RYZEN5 8GB 512GB SSD,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11938,COMPUTING AND PRINTING MEXICO,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125779,EXEL,Marca Externa,LAPTOP IDEA SLIM 3,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131256,LENOVO,Marca Externa,LAPTOP LENOVO IDEAP 15.6IN R7 16GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130243,CVA SERVIC,Marca Externa,LAPTOP GHIA RAM 8GB SSD 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50131370,CVA SERVIC,Marca Externa,TABLET GHIA A7 2GB RAM 32GB AND 11 NG,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50134377,CVA SERVIC,Marca Externa,TABLET KIDS GHIA A133 7P 4GB ANDROID 14,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50123490,SN,Marca Externa,ASUS AIO ADVANCED M3402WFAK WA012W,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129300,CVA SERVIC,Marca Externa,NOTEBOOK GHIA LIBERO INTEL CE 4G 128G GR,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50120360,HP,Marca Externa,LAPTOP HP PAVILION 15-EG0514LA CI5 8GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128964,HP,Marca Externa,LAPTOP HP R3 8/512GB 15.6 FC0043LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130242,CVA SERVIC,Marca Externa,LAPTOP GHIA RAM 8GB SSD 256GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50112621,HP,Marca Externa,LAPTOP HP 240 G7 4GB/500GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,12334,COMERCIALIZADORA INTCOMEX,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50112968,DELL,Marca Externa,ALL IN ONE DELL 256GB SDD RYZEN 3,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116028,DELL,Marca Externa,LAPTOP DELL 15 IN R3 8GB 256GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11841,INGRAM MICRO MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128967,HP,Marca Externa,LAPTOP HP CI7 8/512GB 15.6 FD0046LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129822,LENOVO,Marca Externa,LAPTOP LENOVO IDEAPAD SLIM3 CI7 16G 512,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137227,HP,Marca Externa,LAPTOP GAMING VICTUS RYZEN 5 16 GB RAM,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134408,LENOVO,Marca Externa,LAPTOP LENOVO V14 14 PULG 83A0008MLM,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50134706,HP,Marca Externa,LAPTOP HP 14-DQ0518LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137554,13544,Marca Externa,TABLET SAMSUNG GALAXY TAB S10 LITE 128GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,No Retail,N/A
50130202,HP,Marca Externa,LAPTOP HP AERO R5 16GB 512GB 13.3IN,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129304,CVA SERVIC,Marca Externa,TBLT GHIA A8 BOOK A523 4GB 64GB AND14 BK,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50137936,LENOVO,Marca Externa,LAPTOP IDEAPAD SLIM R5 8GB 512 SSD W11,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50125020,,Marca Externa,CONSOLA XBOX SERIES S,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13489,TECNOCENT,ST,EE,No EcolÂ¾gico,No Retail,N/A
50114731,HP,Marca Externa,LAPTOP HP14-FQ1011LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137940,HP,Marca Externa,HP PROONE 245 G10 ALLINONE,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131255,LENOVO,Marca Externa,LAPTOP LENOVO IDE T 15.6IN R7 16GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137551,13544,Marca Externa,APPLE IPAD RETINA 11 A16 128 GB PLATA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,No Retail,N/A
50125732,ASUS,Marca Externa,ASUS GAMER CI5 8GB 512G SSD,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130198,LENOVO,Marca Externa,ALL IN ONE LENOVO IDEACENTRE 3 CI3,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130248,HP,Marca Externa,AIO HP 22 IN N200 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131373,CVA SERVIC,Marca Externa,TABLET GHIA A133 PANDA 4GB 64GB AND 14,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50128907,ASUS,Marca Externa,LAPTOP ASUS VIVOBOOK 14 IN R5 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11785,ASUS HOLDING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50111365,HP,Marca Externa,LAPTOP HP 15-DY2052 8GB/256GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50127126,DELL,Marca Externa,LAPTOP DELL INS 3520 CI5 16GB 512SSD W11,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11841,INGRAM MICRO MEXICO,ST,N,No EcolÂ¾gico,No Retail,N/A
50135872,LENOVO,Marca Externa,ALL IN ONE LENOVO 24IRH9 F0HN0008LD,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11718,EXEL DEL NORTE,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130540,LENOVO,Marca Externa,LAPTOP LENOVO V14 16GB 512GB H9TA/KG3T,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135873,DELL,Marca Externa,LAPTOP DELL DC15250 0Y8RM,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128527,HP,Marca Externa,AIO HP 22-DD2020LA 8GB/512 CI3 REG-IA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50130923,COMPUTING,Marca Externa,LAPTOP HP 14IN CI5 16GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50115973,HP,Marca Externa,LAPTOP HP 14DY0510LA 8/256GB A,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50116027,DELL,Marca Externa,LAPTOP DELL 15 IN R5 8GB 256GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11841,INGRAM MICRO MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122189,HP,Marca Externa,LAPTOP HP VICTUS 16-D0533LA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128918,HP,Marca Externa,LAPTOP HP PAVILION 15 IN CI7 8GB 256GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50112864,HP,Marca Externa,LAPTOP HP 14-DK1508LA 8G/256G,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50133304,LENOVO,Marca Externa,AIO LENOVO 3 24IAP7 23.8 INCH 8GB 256GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,13544,CYBERPUERTA,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137462,HP,Marca Externa,LAPTOP HP 15 C5 8 GB 512 GB 15.6 PLATA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50120364,HP,Marca Externa,LAPTOP VICTUS 15-FB0122LA AMD RYZEN5 8GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50129856,HP,Marca Externa,LAPTOP GAMING OMEN CI7 16GB 1T 16IN,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50131371,CVA SERVIC,Marca Externa,TABLET GHIA A7 2GB RAM 32GB AND 11 RJ,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,12511,CVA SERVICIOS CORPORATIVOS,ST,M,No EcolÂ¾gico,No Retail,N/A
50135890,1989907871,Marca Externa,LAPTOP HP OMBK7 AMD R5 AI 16GB 512GB PLT,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137234,HP,Marca Externa,LAPTOP HP 15 FD0130WM B9RY5UA,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,Tienda Igual Retail,Activa
50137943,LENOVO,Marca Externa,LAPTOP LENOVO INTEL C7 16GB 512 SSD W11,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135927,LENOVO,Marca Externa,LAPTOP LENOVO R3 8GB 512GB 15 IN AZ,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50115977,HP,Marca Externa,LAPTOP HP 15-DY2509LA 8/512G,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11938,COMPUTING AND PRINTING MEXICO,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50122607,LENOVO,Marca Externa,LAPTOP LENOVO YOGA 14 IN CI5 8GB 512GB,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50128699,TECNOCENT,Marca Externa,MONITOR ENTRY E2222H 22 VGA DP 3YW,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140102,COMPUTADORAS ESCRITORIO,13489,TECNOCENT,ST,EE,No EcolÂ¾gico,No Retail,N/A
50129821,LENOVO,Marca Externa,LAPTOP LENOVO IDEAPAD SLIM3 R5 8G 512G,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50135926,LENOVO,Marca Externa,LAPTOP LENOVO CI3 8GB 512GB 15IN GR T,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140101,COMPUTADORAS PORTATILES,11718,EXEL DEL NORTE,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
50138490,MICROSOFT,Marca Externa,TABLET MICROSOFT EP2-27185 12OPULG,14,COMPUTO,1401,COMPUTADORAS Y TABLETS,140103,TABLETS,13544,CYBERPUERTA,ST,EE,No EcolÂ¾gico,No Retail,N/A
