store_nbr,store_nm,tran_date,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T044,Pachuca,2025-07-30,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50116783,STUK,Marca Propia,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-03-06,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50027540,OXFORD,Marca Externa,2,396.38,459.8,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi,2026-04-18,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50028190,OXFORD,Marca Externa,1,118.1,137,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T049,Ixtapaluca,2025-08-14,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50086322,OFFICEMAX,Marca Propia,1,119.83,139,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2025-10-19,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131093,,Marca Propia,1,30.17,35,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2025-08-06,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50116783,STUK,Marca Propia,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz,2025-11-20,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066250,OFFICEMAX,Marca Propia,1,185.78,215.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero,2024-08-12,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50040889,OXFORD,Marca Externa,1,202.59,235,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2026-03-21,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,1,145.69,169,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2024-10-12,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062262,OFFICEMAX,Marca Propia,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2025-01-31,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062262,OFFICEMAX,Marca Propia,1,98.71,114.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T021,Acapulco,2025-03-21,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50116435,STUK,Marca Propia,1,66.98,77.7,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2024-08-24,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,2,284.48,330,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T085,PLAYA DEL CARMEN PERUGIA,2024-09-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50076729,ICLIP,Marca Externa,1,102.59,119,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T060,LA RIOJA.,2024-02-20,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador,2025-08-31,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131093,PARK ROSE,Marca Propia,1,30.17,35,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel,2025-07-21,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2025-10-25,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara,2025-03-11,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50027544,OXFORD,Marca Externa,1,118.97,138,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero,2024-07-17,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062186,OFFICEMAX,Marca Propia,1,142.24,165,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2024-08-10,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125170,STUK,Marca Propia,1,93.97,109,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas,2025-05-21,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2025-01-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,1,150.86,175,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2024-08-28,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50061600,OXFORD,Marca Externa,1,174.14,202,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II,2024-02-15,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50086322,OFFICEMAX,Marca Propia,1,119.83,139,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II,2026-01-11,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131093,PARK ROSE,Marca Propia,1,30.17,35,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express,2025-08-31,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,4,308.63,358,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque,2024-08-28,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,2,146.38,169.8,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2024-11-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125171,STUK,Marca Propia,1,46.98,54.5,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo,2024-09-09,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50125485,STUK,Marca Propia,1,93.97,109,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2024-05-04,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2024-02-15,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50040889,OXFORD,Marca Externa,1,202.59,235,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion,2024-09-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125169,STUK,Marca Propia,1,120.09,139.3,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque,2025-08-26,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131142,28730,Marca Propia,1,76.94,89.25,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2025-05-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062265,OFFICEMAX,Marca Propia,1,188.79,219,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T076,Patria,2026-03-15,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066250,OFFICEMAX,Marca Propia,1,188.79,219,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T009,Coyoacan,2024-11-26,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50125485,STUK,Marca Propia,2,93.97,109,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2025-12-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062265,OFFICEMAX,Marca Propia,2,377.59,438,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa,2024-02-14,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,2,331.48,358,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2025-10-30,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,1,150,174,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T066,Jurica Queretaro,2024-10-01,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066250,OFFICEMAX,Marca Propia,2,247.41,287,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo,2025-06-15,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,1,125,145,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T083,Aguascalientes II,2025-02-12,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,1,77.16,89.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II,2025-05-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062262,OFFICEMAX,Marca Propia,1,98.71,114.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac,2024-07-05,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,1,142.24,165,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2025-04-27,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125170,STUK,Marca Propia,3,281.9,327,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma,2025-06-09,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062186,OFFICEMAX,Marca Propia,1,149.57,173.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2025-09-24,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50076727,ICLIP,Marca Externa,1,119.83,139,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2024-02-14,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062186,OFFICEMAX,Marca Propia,1,137.07,159,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II,2026-02-27,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062262,OFFICEMAX,Marca Propia,1,111.21,129,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero,2025-06-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa,2024-08-17,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50040889,OXFORD,Marca Externa,2,435.18,470,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2025-05-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062186,OFFICEMAX,Marca Propia,1,149.57,173.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2024-08-24,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125171,STUK,Marca Propia,1,93.97,109,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2026-03-02,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50086322,OFFICEMAX,Marca Propia,1,125,145,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T016,Puebla,2024-07-12,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3040101,50076729,ICLIP,Marca Externa,2,205.17,238,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II,2024-11-08,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,1,150.86,175,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T061,Mexicali,2026-02-01,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,175,189,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2024-12-15,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,1,150.86,175,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca,2024-03-23,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062187,OFFICEMAX,Marca Propia,2,274.14,318,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana,2025-04-07,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125168,STUK,Marca Propia,1,184.26,199,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2026-02-01,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50131072,PARK ROSE,Marca Propia,1,90.52,105,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T025,Merida,2026-02-09,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50086322,OFFICEMAX,Marca Propia,1,125,145,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2024-10-14,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,28730,"PARKROSE GROUP, S.L.",3040101,50125485,STUK,Marca Propia,1,93.97,109,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2026-02-17,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066250,OFFICEMAX,Marca Propia,1,188.79,219,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T019,Cuauhtemoc,2024-10-20,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062265,OFFICEMAX,Marca Propia,1,188.79,219,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas,2024-02-24,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,257.76,299,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T006,Arboledas,2024-11-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125168,STUK,Marca Propia,1,85.78,99.5,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz,2025-01-27,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066250,OFFICEMAX,Marca Propia,1,185.78,215.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun,2025-07-30,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,1,150.86,175,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador,2024-08-04,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,108.02,125.3,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T046,Ensenada,2025-10-01,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062265,OFFICEMAX,Marca Propia,1,202.78,219,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II,2025-05-02,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066250,OFFICEMAX,Marca Propia,1,185.78,215.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2025-07-31,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50116783,STUK,Marca Propia,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan,2025-10-20,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,1,77.16,89.5,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana,2024-08-16,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50125169,STUK,Marca Propia,1,110.56,119.4,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2025-11-02,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062262,OFFICEMAX,Marca Propia,2,197.42,229,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2025-12-17,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa,2024-06-18,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,165.74,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel,2026-01-25,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040102,50062034,OFFICEMAX,Marca Propia,1,283.62,329,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato,2026-02-06,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50061989,OFFICEMAX,Marca Propia,1,167.24,194,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T069,SLP II,2025-02-13,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50116435,STUK,Marca Propia,1,66.98,77.7,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T039,Alamedas,2025-08-18,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50116783,STUK,Marca Propia,1,93.97,109,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca,2026-03-01,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062265,OFFICEMAX,Marca Propia,1,202.59,235,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2025-07-19,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50066347,OFFICEMAX,Marca Propia,1,154.31,179,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T031,San Marcos,2024-01-04,RETAIL,3,ARCHIVO Y ACCESORIOS,304,ARCHIVO,30401,ARCHIVOS EXPANDIBLES,20533,OFFICE DEPOT ASIA HOLDING,3040101,50062188,OFFICEMAX,Marca Propia,2,136.21,158,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
