store_nbr,store_nm,tran_date,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T035,Gran Plaza,2025-08-10,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,5,469.85,545,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T015,Tlalpan,2024-05-31,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,20352,PEREZ TRADING COMPANY,6010101,50099560,OFFICEMAX,Marca Propia,3,307.76,357,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas,2024-08-02,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50033183,XEROX,Marca Externa,3,256.9,298,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express,2025-03-23,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,3,281.9,327,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II,2024-01-09,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60103,PAPEL COPIADORA OFICIO,12071,"XEROX MEXICANA,",6010301,50107913,XEROX,Marca Externa,2,256.9,298,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T058,Mazatlan,2025-07-02,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50056239,OFFICEMAX,Marca Propia,3,375,435,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas,2024-11-08,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50106204,XEROX,Marca Externa,1,731.9,849,CS,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T030,Donceles Express,2024-04-28,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,20352,PEREZ TRADING COMPANY,6010101,50099560,OFFICEMAX,Marca Propia,1,102.59,119,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2024-12-10,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,2,187.94,218,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T059,Esmeralda,2026-02-23,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,1,128.45,149,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin,2026-04-24,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,1,128.45,149,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2024-02-06,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,5,426.7,495,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2024-01-29,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,20352,PEREZ TRADING COMPANY,6010101,50099560,OFFICEMAX,Marca Propia,2,205.17,238,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2024-04-06,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50106204,XEROX,Marca Externa,3,385.34,447,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T015,Tlalpan,2024-06-01,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,3,256.02,297,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2024-03-26,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,2,782.76,908,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T086,Coatzacoalcos II,2025-08-03,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,4,375.87,436,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2025-08-31,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60103,PAPEL COPIADORA OFICIO,12071,"XEROX MEXICANA,",6010301,50107913,XEROX,Marca Externa,1,137.07,159,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara,2025-04-21,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,2,187.94,218,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan,2024-12-22,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,2,187.94,218,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion,2025-10-13,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,1,128.45,149,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes,2025-09-25,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,4,984.49,1142,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa,2024-05-21,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,13564,BIO PAPPEL,6010101,50127114,SCRIBE,Marca Externa,1,111.21,129,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T071,Central de Abastos,2025-05-21,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50125858,,Marca Externa,2,756.9,878,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2024-03-20,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,16,1365.5,1584,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T059,Esmeralda,2025-03-04,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50106204,XEROX,Marca Externa,2,1370.69,1590,CS,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T054,Vallarta,2025-05-26,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50028915,XEROX,Marca Externa,1,111.21,129,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express,2026-03-25,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50028915,XEROX,Marca Externa,1,145.69,169,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo,2024-03-29,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60103,PAPEL COPIADORA OFICIO,12071,"XEROX MEXICANA,",6010301,50122145,SN,Marca Externa,1,137.07,159,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T023,Pedregal,2024-05-29,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,2,222.42,258,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec,2026-01-12,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,9,1156.05,1341,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2025-02-16,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50106204,XEROX,Marca Externa,1,731.9,849,CS,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2025-07-30,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,1,93.97,109,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas,2024-10-12,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,2,187.94,218,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas,2025-01-21,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,2,955.18,1108,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero,2024-07-21,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,7,657.77,763,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II,2024-08-25,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,20,1879.39,2180,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco,2025-09-08,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60103,PAPEL COPIADORA OFICIO,12071,"XEROX MEXICANA,",6010301,50107913,XEROX,Marca Externa,1,137.07,159,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara,2024-12-01,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,2,222.42,258,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T049,Ixtapaluca,2025-11-17,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,1,128.45,149,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T037,Morelia,2024-04-25,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,7,597.39,693,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel,2026-03-15,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60103,PAPEL COPIADORA OFICIO,12071,"XEROX MEXICANA,",6010301,50029187,XEROX,Marca Externa,1,180.17,209,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco,2025-08-23,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50125858,,Marca Externa,1,292.24,339,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II,2025-05-27,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50125858,,Marca Externa,1,378.45,439,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T081,Cozumel Express,2025-05-16,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,1,93.97,109,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T023,Pedregal,2024-08-13,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,6,563.82,654,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T067,Hermosillo II,2024-08-21,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,20352,PEREZ TRADING COMPANY,6010101,50099560,OFFICEMAX,Marca Propia,5,512.95,595,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T073,Culiacan 3 Rios,2024-04-09,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50106204,XEROX,Marca Externa,8,4165.51,4832,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T025,Merida,2025-08-26,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,34,5194.9,6026,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion,2024-06-13,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,12,1024.11,1188,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T076,Patria,2024-09-20,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,6,667.24,774,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz,2024-01-29,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,7,597.38,693,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T023,Pedregal,2025-08-15,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,13564,BIO PAPPEL,6010101,50127115,,Marca Externa,1,108.62,126,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec,2024-05-28,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50033183,XEROX,Marca Externa,1,904.31,1049,CS,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T069,SLP II,2024-12-09,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,4,375.88,436,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa,2024-11-27,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,2,800,928,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro,2024-02-27,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,1,111.21,129,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque,2024-04-15,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50033183,XEROX,Marca Externa,1,904.31,1049,CS,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T085,PLAYA DEL CARMEN PERUGIA,2024-07-01,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,20352,PEREZ TRADING COMPANY,6010101,50099560,OFFICEMAX,Marca Propia,3,1143.97,1327,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T083,Aguascalientes II,2024-02-08,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,1,85.34,99,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II,2025-08-23,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50106204,XEROX,Marca Externa,1,645.69,749,CS,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec,2024-03-20,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,20352,PEREZ TRADING COMPANY,6010101,50099560,OFFICEMAX,Marca Propia,1,102.59,119,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T008,Guadalajara,2024-02-23,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,3,333.63,387,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta,2025-06-04,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60103,PAPEL COPIADORA OFICIO,12071,"XEROX MEXICANA,",6010301,50107913,XEROX,Marca Externa,2,267.24,310,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato,2024-10-26,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,2,187.94,218,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo,2024-08-27,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50033183,XEROX,Marca Externa,11,1027.6,1192,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa,2024-11-25,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,17,2442.28,2833,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T046,Ensenada,2025-03-21,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50056239,OFFICEMAX,Marca Propia,3,402.78,435,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel,2025-06-03,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50106204,XEROX,Marca Externa,1,600.86,697,CS,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa,2025-09-04,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60102,PAPEL COPIADORA DOBLE CARTA,12071,"XEROX MEXICANA,",6010201,50016492,XEROX,Marca Externa,1,154.31,179,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T054,Vallarta,2025-07-31,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,13564,BIO PAPPEL,6010101,50127114,SCRIBE,Marca Externa,1,111.21,129,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma,2025-11-16,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60103,PAPEL COPIADORA OFICIO,12071,"XEROX MEXICANA,",6010301,50029187,XEROX,Marca Externa,4,360.34,418,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca,2024-06-14,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,13564,BIO PAPPEL,6010101,50127114,SCRIBE,Marca Externa,1,111.21,129,ST,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T067,Hermosillo II,2024-02-16,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,20352,PEREZ TRADING COMPANY,6010101,50099560,OFFICEMAX,Marca Propia,1,102.59,119,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T033,Gonzalitos,2024-04-24,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,22,2627.53,3048,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa,2026-01-24,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50033183,XEROX,Marca Externa,1,147.22,159,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos,2024-02-07,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60103,PAPEL COPIADORA OFICIO,12071,"XEROX MEXICANA,",6010301,50106603,XEROX,Marca Externa,3,488.79,567,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T067,Hermosillo II,2024-03-07,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50056239,OFFICEMAX,Marca Propia,3,333.62,387,ST,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T080,Hermanos Serdan,2025-11-19,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50125858,,Marca Externa,1,473.28,549,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T035,Gran Plaza,2024-09-27,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50056239,OFFICEMAX,Marca Propia,5,556.03,645,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun,2025-10-22,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50084493,XEROX,Marca Externa,12,2920.7,3388,ST,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos,2024-04-03,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50033183,XEROX,Marca Externa,2,256.9,298,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II,2025-09-21,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60103,PAPEL COPIADORA OFICIO,12071,"XEROX MEXICANA,",6010301,50106603,XEROX,Marca Externa,1,171.55,199,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T069,SLP II,2025-08-23,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50033183,XEROX,Marca Externa,7,603.45,700,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T055,Ciudad Del Carmen,2026-02-14,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50033183,XEROX,Marca Externa,1,137.07,159,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon,2026-01-07,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60102,PAPEL COPIADORA DOBLE CARTA,12071,"XEROX MEXICANA,",6010201,50016492,XEROX,Marca Externa,1,249.14,289,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T002,Interlomas,2024-08-23,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,12,1127.61,1308,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2024-09-02,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,25,2349.16,2725,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T074,Cuernavaca II,2025-03-26,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50106204,XEROX,Marca Externa,1,685.34,795,CS,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac,2025-05-29,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,5,469.85,545,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II,2024-07-09,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50056239,OFFICEMAX,Marca Propia,12,2673.26,3101,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto,2024-03-09,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,13,1859.44,2157,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac,2024-05-22,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50056239,OFFICEMAX,Marca Propia,1,111.21,129,ST,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2025-03-14,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50106204,XEROX,Marca Externa,1,685.34,795,CS,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro,2024-10-17,RETAIL,6,PAPEL,601,PAPEL PARA COPIADORA,60101,PAPEL COPIADORA CARTA,12071,"XEROX MEXICANA,",6010101,50077229,OFFICEMAX,Marca Propia,7,657.78,763,ST,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
