store_nbr,store_nm,tran_date,tran_nbr,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,apparent_unit cost,costo calculado,precio,costo * qty,utilidad,margen,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T002,Interlomas                    ,19/08/2025,46693,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90403,CHINCHES Y PINES,13574,MOO-VINGO MEXICO,9040302,50131710,,Marca Externa,1,137.84,159.9,ST,99.348,110.31,137.84,110.31,27.52,0.1997,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T031,San Marcos                    ,12/10/2025,1400,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,20533,OFFICE DEPOT ASIA HOLDING,9020201,50069991,OFFICEMAX,Marca Propia,1,45,52.2,ST,19.236,33.73,50,33.73,11.27,0.2504,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T034,Condesa                       ,11/01/2026,41726,RETAIL,4,CARPETAS,401,CARPETAS,40102,ARILLO EN D,10164,SAMSILL DE MEXICO,4010201,50061073,SAMSILL,Marca Externa,2,491.38,570,ST,155.88,188.675,245.69,377.35,114.03,0.2321,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta              ,15/10/2024,1745,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101601,LONCHERAS,12366,FOTORAMA DE MEXICO,10160102,50127239,FOTORAMA,Marca Externa,1,361.21,419,ST,278.556,296.67,361.21,296.67,64.54,0.1787,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi               ,29/06/2024,16921,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20533,OFFICE DEPOT ASIA HOLDING,10060203,50113257,STUK,Marca Propia,1,300.86,349,ST,172.38,222.26,300.86,222.26,78.61,0.2613,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas                      ,26/08/2025,10435,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90303,CINTAS INVISIBLES,20533,OFFICE DEPOT ASIA HOLDING,9030301,50063049,OFFICEMAX,Marca Propia,1,87.2,101.15,ST,52.464,65.48,102.59,65.48,21.72,0.2491,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin                   ,17/12/2024,98278,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,12175,ACCO MEXICANA,9050101,50033288,BARRILITO,Marca Externa,1,77.5,89.9,ST,58.74,63.23,77.5,63.23,14.27,0.1842,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque                   ,21/05/2024,86814,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11413,POCHTECA PAPEL,3030401,50061122,POCHTECA,Marca Externa,2,515.52,598,ST,225.12,219.505,266.38,439.01,76.51,0.1484,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T015,Tlalpan                       ,14/10/2025,81118,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30601,TARJETAS INDICE BLANCAS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060101,50011912,OXFORD,Marca Externa,1,60.78,70.5,ST,34.356,44.7,60.78,44.7,16.08,0.2645,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin                   ,25/09/2025,37954,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50024572,SCRIBE,Marca Externa,1,75.78,87.9,ST,47.796,56.78,75.78,56.78,19,0.2507,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos                     ,13/06/2024,8591,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101601,LONCHERAS,11907,URBAN ARENA,10160101,50122830,SN,Marca Externa,1,559.48,649,ST,369.264,433.6,559.48,433.6,125.88,0.225,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco                       ,23/08/2024,2632,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4080101,50027545,OXFORD,Marca Externa,1,49.05,56.9,ST,38.568,40.59,49.05,40.59,8.45,0.1724,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo                  ,06/04/2024,78325,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90405,IMANES,20533,OFFICE DEPOT ASIA HOLDING,9040501,50116824,STUK,Marca Propia,1,36.16,41.94,ST,30.42,30.75,36.16,30.75,5.4,0.1495,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel                  ,29/05/2024,40625,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,4070103,50011853,CARDINAL,Marca Externa,2,163.62,189.8,ST,50.4,61.905,81.81,123.81,39.81,0.2433,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T044,Pachuca                       ,24/04/2025,27014,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,10182,PRODUCTOS DIETRIX,4040101,50116702,FIRST CLAS,Marca Externa,3,281.9,327,ST,67.512,75.48333333,85.34,226.45,55.45,0.1967,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan               ,31/03/2024,98650,RETAIL,4,CARPETAS,407,SEPARADORES,40701,SEPARADORES PLASTICOS,12175,ACCO MEXICANA,4070103,50110198,ACCO,Marca Externa,1,79.22,91.9,ST,49.776,57.86,79.22,57.86,21.36,0.2696,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T076,Patria                        ,07/08/2024,42171,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061981,OFFICEMAX,Marca Propia,1,54.25,62.93,ST,30.42,39.23,81.47,39.23,15.02,0.2768,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T059,Esmeralda                     ,14/05/2025,59307,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,11413,POCHTECA PAPEL,3030201,50076882,OFFICEMAX,Marca Propia,1,188.79,219,ST,122.16,145.91,188.79,145.91,42.88,0.2272,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T070,Xalapa II                     ,24/08/2024,43216,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060202,50113661,OFFICEMAX,Marca Propia,2,179.83,208.6,ST,83.256,79.645,128.45,159.29,20.53,0.1142,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi               ,08/05/2025,90213,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101202,LIBRETAS PROFESIONAL,10223,INDUSTRIAS DANPEX,10120201,50081582,DANPEX,Marca Externa,1,237.07,275,ST,164.616,187.13,237.07,187.13,49.94,0.2107,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T055,Ciudad Del Carmen             ,14/07/2024,33153,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101202,LIBRETAS PROFESIONAL,10223,INDUSTRIAS DANPEX,10120201,50081582,DANPEX,Marca Externa,1,237.07,275,ST,164.616,187.13,237.07,187.13,49.94,0.2107,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T039,Alamedas                      ,06/01/2026,62253,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90303,CINTAS INVISIBLES,11496,"3M MEXICO,",9030301,50023474,SCOTCH,Marca Externa,1,81.81,94.9,ST,55.824,64.14,73.19,64.14,17.67,0.216,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II                  ,14/09/2024,25604,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40801,CUBIERTAS CON BROCHE,20533,OFFICE DEPOT ASIA HOLDING,4080101,50062263,OFFICEMAX,Marca Propia,2,68.79,79.8,ST,14.904,23.4,34.4,46.8,21.98,0.3196,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin                   ,13/10/2025,77732,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010201,50027481,OXFORD,Marca Externa,1,240.52,279,ST,139.596,178.43,240.52,178.43,62.09,0.2582,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T011,Xalapa                        ,26/02/2025,57567,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010301,50076768,OXFORD,Marca Externa,1,108.62,126,ST,91.056,92.12,108.62,92.12,16.51,0.152,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T068,Tuxtla Gutierrez              ,30/09/2025,62805,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30601,TARJETAS INDICE BLANCAS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060101,50011910,OXFORD,Marca Externa,1,21.47,24.9,ST,9.384,14.65,21.47,14.65,6.82,0.3179,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro                     ,09/04/2025,97205,RETAIL,4,CARPETAS,401,CARPETAS,40104,CARPETAS EJECUTIVAS,10223,INDUSTRIAS DANPEX,4010401,50093758,DANPEX,Marca Externa,2,505.17,586,ST,203.004,213.75,252.59,427.5,77.67,0.1537,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T004,Contry                        ,13/05/2024,61769,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90901,ARTICULOS DE MONTAJE,10933,"HENKEL CAPITAL,",9090102,50013487,PRITT,Marca Externa,2,77.41,89.8,ST,28.68,31.3,38.71,62.6,14.8,0.1913,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan               ,23/05/2024,1803,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50077358,SCOTCH,Marca Externa,1,65.09,75.5,ST,55.2,53.57,72.84,53.57,11.52,0.177,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II                   ,14/07/2024,23129,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90304,CINTAS DECORATIVAS,20533,OFFICE DEPOT ASIA HOLDING,9030401,50125189,OFFICEMAX,Marca Propia,1,34.91,40.5,ST,23.508,24.75,54.31,24.75,10.16,0.291,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T073,Culiacan 3 Rios               ,27/06/2024,26183,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061984,OFFICEMAX,Marca Propia,1,55.95,64.9,ST,21.588,35.33,63.36,35.33,20.62,0.3685,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T019,Cuauhtemoc                    ,15/04/2025,7472,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90404,ARGOLLAS Y POSTES,20533,OFFICE DEPOT ASIA HOLDING,9040401,50069639,OFFICEMAX,Marca Propia,2,78.45,91,ST,10.5,23.99,39.22,47.98,30.48,0.3885,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T006,Arboledas                     ,24/05/2024,2477,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,20407,PIANO EXPORTS FZCO,10100201,50069461,OFFICEMAX,Marca Propia,1,18.88,21.9,ST,8.64,12.81,18.88,12.81,6.07,0.3218,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos                    ,28/09/2025,4126,RETAIL,10,ARTICULOS ESCOLARES,1019,CRAYONES,101901,CRAYONES,11171,BINNEY Y SMITH MEXICO,10190101,50015510,CRAYOLA,Marca Externa,1,57.67,66.9,ST,37.02,45.48,57.67,45.48,12.19,0.2113,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun                        ,25/10/2024,55662,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,13564,BIO PAPPEL SCRIBE,10200101,50073555,,Marca Externa,2,49.55,57.48,ST,31.404,24.025,41.29,48.05,1.49,0.0302,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T036,Palmas                        ,31/08/2025,37669,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,10933,"HENKEL CAPITAL,",9020201,50050603,RESISTOL,Marca Externa,1,51.72,60,ST,33.264,40.2,43.02,40.2,11.52,0.2228,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T055,Ciudad Del Carmen             ,24/07/2024,509,RETAIL,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101701,BOLIGRAFOS FINOS,10234,NO SABE FALLAR,10170101,50113062,BIC,Marca Externa,1,28.36,32.9,ST,20.04,22.53,28.36,22.53,5.83,0.2056,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T058,Mazatlan                      ,25/08/2024,10361,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,PRODUCTOS DIETRIX,3030301,50094195,OFFICEMAX,Marca Propia,1,34.4,39.9,ST,21.48,26.15,36.12,26.15,8.25,0.2398,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas                      ,27/11/2024,91000,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,20533,OFFICE DEPOT ASIA HOLDING,10200101,50070186,OFFICEMAX,Marca Propia,1,125,145,ST,80.976,96.24,125,96.24,28.76,0.2301,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T056,Cuautla                       ,20/10/2024,74623,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,10797,GRUPO AZOR MEXICO,4040101,50061645,LEFORT,Marca Externa,1,51.64,59.9,ST,45.72,44.87,51.64,44.87,6.77,0.1311,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T025,Merida                        ,03/03/2026,34204,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,28730,"PARKROSE GROUP, S.L.",3010301,50131347,28730,Marca Externa,1,30.17,35,ST,13.068,20.53,30.17,20.53,9.64,0.3195,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana                       ,31/08/2025,27798,RETAIL,10,ARTICULOS ESCOLARES,1005,LAPICERAS Y ESTUCHES,100503,LAPICERAS DE LICENCIAS,11764,"GRUPO YADATEX,",10050301,50132851,,Marca Externa,1,341.67,369,ST,229.032,266.27,318.1,266.27,75.41,0.2207,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T075,Revolucion                    ,07/03/2024,68725,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50116756,STUK,Marca Propia,1,30.98,35.94,ST,25.596,26.15,30.98,26.15,4.82,0.1557,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca                    ,20/02/2024,44934,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,10182,PRODUCTOS DIETRIX,4040101,50116702,FIRST CLAS,Marca Externa,1,85.34,99,ST,67.512,70.8,85.34,70.8,14.54,0.1704,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T061,Mexicali                      ,01/08/2024,76745,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,12107,NEWELL BRANDS DE MEXICO,10100201,50064511,VERITHIN,Marca Externa,1,30.46,32.9,ST,22.8,24.73,28.36,24.73,5.73,0.1881,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,20/08/2024,20359,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90304,CINTAS DECORATIVAS,28730,"PARKROSE GROUP, S.L.",9030401,50125502,STUK,Marca Propia,1,48.71,56.5,ST,11.484,29.14,38.97,29.14,19.57,0.4018,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T006,Arboledas                     ,11/09/2025,79264,RETAIL,4,CARPETAS,401,CARPETAS,40102,ARILLO EN D,10164,SAMSILL DE MEXICO,4010201,50031206,SAMSILL,Marca Externa,1,159.48,185,ST,97.32,120.33,159.48,120.33,39.15,0.2455,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec                       ,06/01/2024,56056,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50086329,OFFICEMAX,Marca Propia,1,24.05,27.9,ST,8.904,15.8,24.05,15.8,8.24,0.3428,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto             ,12/05/2024,49886,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061982,OFFICEMAX,Marca Propia,2,146.38,169.8,ST,33.684,47.445,81.47,94.89,51.49,0.3518,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T085,PLAYA DEL CARMEN PERUGIA      ,06/07/2025,29160,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40803,CUBIERTAS PLASTIFICADAS,20533,OFFICE DEPOT ASIA HOLDING,4080301,50062256,OFFICEMAX,Marca Propia,1,86.12,99.9,ST,38.376,58.04,86.12,58.04,28.08,0.3261,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T039,Alamedas                      ,08/11/2024,4880,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40803,CUBIERTAS PLASTIFICADAS,20533,OFFICE DEPOT ASIA HOLDING,4080301,50062257,OFFICEMAX,Marca Propia,2,172.24,199.8,ST,38.388,55.775,90.43,111.55,60.69,0.3524,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T046,Ensenada                      ,24/11/2025,85615,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060203,50113657,,Marca Externa,1,137.96,149,ST,87.864,105.59,128.45,105.59,32.38,0.2347,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T069,SLP II                        ,05/11/2025,89483,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,20533,OFFICE DEPOT ASIA HOLDING,9050101,50113147,,Marca Externa,1,104.31,121,ST,35.976,69.26,99.14,69.26,35.05,0.336,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo             ,04/08/2024,41459,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30603,TARJETAS RAYA Y CUADRO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060301,50029457,OXFORD,Marca Externa,1,19.25,22.33,ST,9.54,13.6,27.5,13.6,5.65,0.2935,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T054,Vallarta                      ,22/04/2026,38987,RETAIL,10,ARTICULOS ESCOLARES,1018,SACAPUNTAS,101802,SACAPUNTAS ELECTRICOS,20533,OFFICE DEPOT ASIA HOLDING,10180201,50131038,,Marca Externa,1,142.24,165,ST,72.864,101.48,142.24,101.48,40.76,0.2866,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II                  ,24/01/2025,47272,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50062046,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,24.06,38.36,54.22,38.36,15.86,0.2925,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T022,Roma                          ,19/09/2025,23463,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,PRODUCTOS DIETRIX,3030301,50094188,OFFICEMAX,Marca Propia,1,36.12,41.9,ST,21.48,26.57,36.12,26.57,9.54,0.2643,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T054,Vallarta                      ,20/04/2024,34258,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20533,OFFICE DEPOT ASIA HOLDING,10060203,50113257,STUK,Marca Propia,1,240.69,279.2,ST,172.38,192.17,300.86,192.17,48.52,0.2016,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T043,Tijuana                       ,16/03/2024,56519,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50062046,OFFICEMAX,Marca Propia,1,58.24,62.9,ST,24.06,39.14,54.22,39.14,19.1,0.328,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T046,Ensenada                      ,16/03/2024,13043,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90505,ENGRAPADORAS USO RUDO,20533,OFFICE DEPOT ASIA HOLDING,9050501,50065894,OFFICEMAX,Marca Propia,3,597.22,645,ST,81.816,126.8133333,185.34,380.44,216.79,0.363,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo                    ,09/06/2025,55608,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50116770,STUK,Marca Propia,1,93.97,109,ST,39.756,63.55,93.97,63.55,30.42,0.3237,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto             ,14/01/2024,31475,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,12232,KYMA CA,4040101,50063111,OFFICEMAX,Marca Propia,2,93.97,109,ST,32.76,39.42,43.02,78.84,15.13,0.1611,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T054,Vallarta                      ,11/03/2024,84125,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,10933,"HENKEL CAPITAL,",9020201,50051957,RESISTOL,Marca Externa,1,50.78,58.9,ST,38.16,41.29,50.78,41.29,9.49,0.1869,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T010,Cancun                        ,14/03/2026,12452,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11413,POCHTECA PAPEL,3030401,50049770,POCHTECA,Marca Externa,1,257.76,299,ST,207.54,215.34,257.76,215.34,42.42,0.1646,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T049,Ixtapaluca                    ,10/08/2025,57457,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101601,LONCHERAS,12456,CHENSON NYLON DE MEXICO,10160102,50132203,,Marca Externa,1,516.38,599,ST,371.796,413.11,516.38,413.11,103.28,0.2,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T073,Culiacan 3 Rios               ,13/03/2024,40207,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,11413,POCHTECA PAPEL,3030201,50076882,POCHTECA P,Marca Externa,1,176.72,205,ST,122.16,139.26,188.79,139.26,37.46,0.212,N,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T083,Aguascalientes II             ,13/07/2024,2481,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50086329,OFFICEMAX,Marca Propia,2,48.1,55.8,ST,8.904,15.75,24.05,31.5,16.6,0.3451,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T082,Salina Cruz                   ,23/08/2024,97457,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060202,50113661,OFFICEMAX,Marca Propia,1,89.91,104.3,ST,83.256,79.64,128.45,79.64,10.27,0.1142,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca                    ,09/09/2025,5759,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90404,ARGOLLAS Y POSTES,20533,OFFICE DEPOT ASIA HOLDING,9040401,50069639,OFFICEMAX,Marca Propia,1,41.38,48,ST,10.5,25.8,39.22,25.8,15.58,0.3765,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T051,Gomez Morin                   ,03/03/2025,1235,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061983,OFFICEMAX,Marca Propia,1,63.36,73.5,ST,19.212,40.66,63.36,40.66,22.7,0.3582,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T054,Vallarta                      ,06/01/2024,76912,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90404,ARGOLLAS Y POSTES,20533,OFFICE DEPOT ASIA HOLDING,9040401,50069639,OFFICEMAX,Marca Propia,1,39.22,45.5,ST,10.5,23.98,39.22,23.98,15.24,0.3886,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T030,Donceles Express              ,07/08/2024,78093,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11413,POCHTECA PAPEL,3030401,50083762,POCHTECA,Marca Externa,1,174.4,202.3,ST,198.66,169.97,249.14,169.97,4.42,0.0254,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T059,Esmeralda                     ,14/02/2024,99714,RETAIL,10,ARTICULOS ESCOLARES,1019,CRAYONES,101901,CRAYONES,11171,BINNEY Y SMITH MEXICO,10190101,50041324,CRAYOLA,Marca Externa,1,73.71,85.5,ST,52.128,58.55,78.36,58.55,15.17,0.2057,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T005,San Agustin                   ,09/12/2024,21621,RETAIL,10,ARTICULOS ESCOLARES,1020,BLOCKS,102001,BLOCKS CARTA,20533,OFFICE DEPOT ASIA HOLDING,10200101,50063594,VIRTUO,Marca Externa,1,116.38,135,ST,86.328,93.78,116.38,93.78,22.59,0.1941,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T025,Merida                        ,25/08/2025,92138,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,12107,NEWELL BRANDS DE MEXICO,10100201,50064511,VERITHIN,Marca Externa,1,27.52,31.92,ST,22.8,24.37,28.36,24.37,3.15,0.1145,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
