store_nbr,store_nm,tran_date,tran_nbr,bl,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,gpo_compra,prod_nbr,marca,tipo_marca,qty,net_sale,venta_con_iva,mess_unit,apparent_unit cost,costo calculado,precio,costo * qty,utilidad,margen,Estatus,Ecologicos,clasificacion_retail,estatus_operativo
T075,Revolucion                    ,20/09/2025,69589,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30104,FOLDERS KRAFT,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010401,50061745,OFFICEMAX,Marca Propia,1,77.5,89.9,ST,37.716,54.47,77.5,54.47,23.04,0.2972,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T039,Alamedas                      ,19/06/2025,31069,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,20533,OFFICE DEPOT ASIA HOLDING,9050101,50113147,OFFICEMAX,Marca Propia,1,104.31,121,ST,35.976,69.39,99.14,69.39,34.92,0.3348,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II                   ,24/03/2025,68843,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,10797,GRUPO AZOR MEXICO,4040102,50012292,LEFORT,Marca Externa,6,362.07,420,ST,48.48,50.37333333,60.34,302.24,59.83,0.1653,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T087,GRAN SUR II                   ,26/02/2026,64892,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,13517,COMERCIALIZADORA CHAROS,3010201,50134621,PARK ROSE,Marca Externa,1,43.02,49.9,ST,18.42,29.18,43.02,29.18,13.83,0.3216,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque                   ,19/01/2026,2201,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30302,ETIQUETAS DE IMPRESION,11413,POCHTECA PAPEL,3030201,50076882,OFFICEMAX,Marca Propia,1,188.79,219,ST,122.16,145.94,188.79,145.94,42.84,0.2269,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador             ,10/07/2024,67277,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50074162,OFFICEMAX,Marca Propia,1,21.98,25.5,ST,8.232,14.42,21.98,14.42,7.56,0.3439,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T018,Polanco II                    ,14/04/2024,5565,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90801,PERFORADORA DE 1 ORIFICIO,20533,OFFICE DEPOT ASIA HOLDING,9080101,50062047,OFFICEMAX,Marca Propia,1,24.91,28.9,ST,14.22,17.47,24.91,17.47,7.43,0.2985,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T019,Cuauhtemoc                    ,05/04/2025,24957,RETAIL,4,CARPETAS,404,REGISTRADORES,40402,REGISTRADORES DE COLOR,12232,KYMA CA,4040201,50083953,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,38.04,42.96,51.64,42.96,11.26,0.2077,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi               ,05/03/2026,16268,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50125173,STUK,Marca Propia,1,93.97,109,ST,62.868,73.18,93.97,73.18,20.79,0.2212,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo                    ,03/06/2025,54346,RETAIL,4,CARPETAS,404,REGISTRADORES,40401,REGISTRADORES VERDES,12232,KYMA CA,4040101,50063111,OFFICEMAX,Marca Propia,10,336.21,390,ST,32.76,30.4,43.02,304,32.2,0.0958,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T027,Miguel Angel                  ,11/05/2025,3775,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30601,TARJETAS INDICE BLANCAS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060101,50011910,OXFORD,Marca Externa,1,21.47,24.9,ST,9.384,14.64,21.47,14.64,6.83,0.3179,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T060,LA RIOJA.                     ,15/07/2025,31998,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12160,QUANTUM GRAPHICS,4050102,50076357,OFFICEMAX,Marca Propia,2,68.79,79.8,ST,17.58,24.52,34.4,49.04,19.74,0.287,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T047,Los Cabos                     ,27/11/2024,99115,RETAIL,9,SUMINISTROS DE OFICINA,908,PERFORADORAS,90802,PERFORADORA DE 3 ORIFICIOS,20533,OFFICE DEPOT ASIA HOLDING,9080201,50069988,OFFICEMAX,Marca Propia,1,266.81,309.5,ST,202.368,218.06,266.81,218.06,48.75,0.1827,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T052,Hermosillo                    ,24/11/2024,13669,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50062046,OFFICEMAX,Marca Propia,1,54.22,62.9,ST,24.06,37.13,54.22,37.13,17.09,0.3151,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T050,Toluca Aeropuerto             ,22/08/2024,67187,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,12175,ACCO MEXICANA,9050101,50033288,BARRILITO,Marca Externa,1,77.5,89.9,ST,58.74,63.23,77.5,63.23,14.27,0.1842,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca                    ,05/12/2025,84897,RETAIL,4,CARPETAS,401,CARPETAS,40102,ARILLO EN D,11439,SAMSILL DE MEXICO,4010201,50133340,SAMSILL DE,Marca Externa,1,180.17,209,ST,123.72,141.64,180.17,141.64,38.54,0.2139,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T070,Xalapa II                     ,14/01/2026,20003,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,28730,"PARKROSE GROUP, S.L.",3010301,50131347,28730,Marca Externa,1,30.17,35,ST,13.068,20.53,30.17,20.53,9.64,0.3195,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi               ,03/03/2024,91312,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90405,IMANES,13574,MOO-VINGO MEXICO,9040501,50123166,SN,Marca Externa,1,102.59,119,ST,75.036,82.56,102.59,82.56,20.03,0.1952,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T057,Reynosa                       ,05/01/2025,36922,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,10933,"HENKEL CAPITAL,",9020201,50051956,RESISTOL,Marca Externa,2,68.33,73.8,ST,23.28,26.78,31.81,53.56,14.77,0.2161,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T032,Santa Fe II                   ,10/08/2025,97814,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,12107,NEWELL BRANDS DE MEXICO,9020201,50131851,NEWELL BRA,Marca Externa,1,58.62,68,ST,37.656,45,58.62,45,13.62,0.2323,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T079,Juriquilla Express            ,14/12/2025,79008,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,28730,"PARKROSE GROUP, S.L.",3010201,50131154,28730,Marca Externa,1,47.41,55,ST,20.988,32.45,47.41,32.45,14.96,0.3155,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T039,Alamedas                      ,01/09/2024,41948,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50065888,,Marca Externa,1,15.43,17.9,ST,9.276,11.54,15.43,11.54,3.89,0.2524,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T004,Contry                        ,03/08/2025,40107,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90304,CINTAS DECORATIVAS,20533,OFFICE DEPOT ASIA HOLDING,9030401,50130952,XIANGFENG,Marca Externa,1,30.17,35,ST,16.968,22.16,30.17,22.16,8.02,0.2657,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T063,Aguascalientes                ,29/11/2025,6604,RETAIL,4,CARPETAS,401,CARPETAS,40102,ARILLO EN D,10164,SAMSILL DE MEXICO,4010201,50031202,SAMSILL,Marca Externa,1,107.76,125,ST,70.476,82.89,102.59,82.89,24.87,0.2308,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T035,Gran Plaza                    ,16/10/2025,86011,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10764,INDUSTRIAS KOLA LOKA,9020301,50033918,KOLA LOKA,Marca Externa,1,30.09,34.9,ST,20.496,23.58,28.88,23.58,6.51,0.2162,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo             ,02/09/2025,97998,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101602,BOTELLAS Y TERMOS,28730,"PARKROSE GROUP, S.L.",10160202,50131159,28730,Marca Externa,1,71.81,83.3,ST,44.724,54.54,42.67,54.54,17.27,0.2405,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz                      ,19/12/2025,112,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30601,TARJETAS INDICE BLANCAS,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3060101,50011910,OXFORD,Marca Externa,1,21.47,24.9,ST,9.384,14.64,21.47,14.64,6.83,0.3179,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T001,San Jeronimo                  ,28/08/2024,61757,RETAIL,10,ARTICULOS ESCOLARES,1011,FORROS,101102,FORRO PLASTICO,12360,DISTRIBUIDORA ABEST,10110201,50114345,,Marca Externa,1,41.81,48.5,ST,29.94,33.38,65.43,33.38,8.43,0.2016,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T012,Leon                          ,01/08/2025,46957,RETAIL,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30303,REFUERZOS PARA CARPETA,10918,PRODUCTOS DIETRIX,3030301,50094200,OFFICEMAX,Marca Propia,1,26.49,30.73,ST,21.48,21.12,37.84,21.12,5.37,0.2027,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T040,Americas                      ,16/11/2025,81789,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010201,50061420,PENDAFLEX,Marca Externa,1,119.83,139,ST,76.428,91.76,107.76,91.76,28.07,0.2342,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca                    ,22/01/2024,41440,RETAIL,9,SUMINISTROS DE OFICINA,904,SUJETADOCUMENTOS,90404,ARGOLLAS Y POSTES,20533,OFFICE DEPOT ASIA HOLDING,9040401,50069639,,Marca Externa,1,39.22,45.5,ST,10.5,24,39.22,24,15.22,0.3882,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T056,Cuautla                       ,14/08/2025,91712,RETAIL,10,ARTICULOS ESCOLARES,1010,LAPICES,101002,LAPICES CHECADORES,12107,NEWELL BRANDS DE MEXICO,10100201,50064511,VERITHIN,Marca Externa,1,34.4,39.9,ST,22.8,27.82,28.36,27.82,6.57,0.1911,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T006,Arboledas                     ,28/05/2025,98550,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,12175,ACCO MEXICANA,9050101,50033288,BARRILITO,Marca Externa,1,79.31,92,ST,58.74,66.37,77.5,66.37,12.94,0.1632,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro                     ,19/08/2024,33606,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101601,LONCHERAS,10220,SAMSONITE MEXICO,10160101,50128214,XTREM,Marca Externa,1,430.17,499,ST,309.72,344.13,430.17,344.13,86.03,0.2,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T014,Metepec                       ,18/01/2026,23464,RETAIL,4,CARPETAS,401,CARPETAS,40102,ARILLO EN D,11439,SAMSILL DE MEXICO,4010201,50133334,,Marca Externa,1,81.9,95,ST,56.88,64.65,81.9,64.65,17.25,0.2106,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T058,Mazatlan                      ,22/08/2024,32844,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50066253,OFFICEMAX,Marca Propia,3,154.91,179.7,ST,21.888,34.93666667,54.22,104.81,50.1,0.3234,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T062,Tecamac                       ,07/11/2025,43544,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90302,CINTAS DOBLE CARA,10155,JANEL,9030201,50061361,JANEL,Marca Externa,1,77.5,89.9,ST,48,58.75,73.71,58.75,18.75,0.2419,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca                    ,13/10/2025,13102,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061985,OFFICEMAX,Marca Propia,1,49.91,57.9,ST,17.268,31.73,49.91,31.73,18.17,0.3642,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T069,SLP II                        ,10/04/2024,93373,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,20533,OFFICE DEPOT ASIA HOLDING,3010301,50116778,STUK,Marca Propia,1,24.09,27.95,ST,21.24,20.89,28.91,20.89,3.19,0.1326,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T028,San Luis Potosi               ,27/09/2024,37394,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90501,ENGRAPADORAS 1/2 TIRA,12175,ACCO MEXICANA,9050101,50033288,BARRILITO,Marca Externa,1,77.5,89.9,ST,58.74,63.23,77.5,63.23,14.27,0.1842,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T072,Avenida Vallarta              ,16/09/2024,94423,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40202,PLANEADORES,20533,OFFICE DEPOT ASIA HOLDING,4020201,50060955,DIVOGA,Marca Externa,1,128.45,149,ST,46.848,83.71,128.45,83.71,44.74,0.3483,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T080,Hermanos Serdan               ,20/06/2024,2495,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101601,LONCHERAS,20533,OFFICE DEPOT ASIA HOLDING,10160102,50125341,OFFICEMAX,Marca Propia,1,180.17,209,ST,102.348,132.73,180.17,132.73,47.44,0.2633,T,EcolÂ¾gico,Tienda Igual Retail,Activa
T013,Cuernavaca                    ,06/03/2024,46622,RETAIL,4,CARPETAS,408,CUBIERTAS PARA REPORTES,40803,CUBIERTAS PLASTIFICADAS,20533,OFFICE DEPOT ASIA HOLDING,4080301,50062258,OFFICEMAX,Marca Propia,1,86.12,99.9,ST,38.352,57.58,86.12,57.58,28.54,0.3314,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T025,Merida                        ,04/08/2025,14275,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12175,ACCO MEXICANA,4050102,50110184,ACCO,Marca Externa,1,46.98,54.5,ST,27.048,34.76,46.98,34.76,12.22,0.2601,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T059,Esmeralda                     ,10/11/2024,32534,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30103,FOLDERS DE POLIPROPILENO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,3010301,50076741,ICLIP,Marca Externa,1,40.43,46.9,ST,28.248,31.92,40.43,31.92,8.51,0.2105,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T033,Gonzalitos                    ,13/01/2025,63017,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90507,DESENGRAPADORAS,20533,OFFICE DEPOT ASIA HOLDING,9050701,50065888,OFFICEMAX,Marca Propia,1,15.43,17.9,ST,9.276,12.34,15.43,12.34,3.09,0.2003,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador             ,12/08/2025,29107,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,10223,INDUSTRIAS DANPEX,10120101,50054727,DANPEX,Marca Externa,1,249.14,289,ST,182.112,200.45,237.07,200.45,48.69,0.1954,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco                       ,29/08/2025,59049,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40202,PLANEADORES,28730,"PARKROSE GROUP, S.L.",4020202,50131101,,Marca Externa,1,84.57,98.1,ST,41.964,59.77,93.97,59.77,24.8,0.2932,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco                       ,25/06/2024,80316,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50037734,SCOTCH,Marca Externa,1,128.45,149,ST,83.16,98.87,128.45,98.87,29.58,0.2303,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T064,San Jose del Cabo             ,20/11/2024,11109,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12175,ACCO MEXICANA,4050102,50110066,ACCO,Marca Externa,1,125,145,ST,79.752,95.93,142.24,95.93,29.07,0.2326,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T023,Pedregal                      ,28/12/2024,95318,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90901,ARTICULOS DE MONTAJE,10933,"HENKEL CAPITAL,",9090102,50013487,PRITT,Marca Externa,1,38.71,44.9,ST,28.68,31.3,38.71,31.3,7.41,0.1913,A,No EcolÂ¾gico,Tienda Igual Retail,Activa
T049,Ixtapaluca                    ,28/11/2024,5468,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,20503,NINGBO EVEREXCEL INT'L TRADING,10060201,50113658,OFFICEMAX,Marca Propia,1,128.45,149,ST,87.84,98.92,128.45,98.92,29.53,0.2299,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T041,Queretaro II                  ,08/08/2024,19065,RETAIL,9,SUMINISTROS DE OFICINA,907,LIGAS,90702,DEDALES,11582,INDUSTRIAS LEON,9070201,50065535,OFFICEMAX,Marca Propia,1,32.97,38.25,ST,26.82,27.07,36.64,27.07,5.9,0.1791,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T074,Cuernavaca II                 ,02/09/2024,53555,RETAIL,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,10842,AFEX INDUSTRIAL Y COMERCIAL,4010301,50127309,STUK,Marca Propia,1,102.59,119,ST,77.46,83.57,102.59,83.57,19.02,0.1854,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T026,San Pedro                     ,03/12/2024,61186,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10764,INDUSTRIAS KOLA LOKA,9020301,50033918,KOLA LOKA,Marca Externa,1,28.88,33.5,ST,20.496,22.98,28.88,22.98,5.9,0.2043,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T061,Mexicali                      ,23/02/2024,19657,RETAIL,10,ARTICULOS ESCOLARES,1003,MARCADORES,100305,MARCADORES ESPECIALES,20533,OFFICE DEPOT ASIA HOLDING,10030501,50065892,OFFICEMAX,Marca Propia,1,21.2,22.9,ST,7.908,13.83,19.74,13.83,7.37,0.3474,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro                     ,27/06/2024,59987,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90505,ENGRAPADORAS USO RUDO,20533,OFFICE DEPOT ASIA HOLDING,9050501,50065894,OFFICEMAX,Marca Propia,1,185.34,215,ST,81.816,120.13,185.34,120.13,65.21,0.3518,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T045,Chihuahua Mirador             ,14/02/2026,59845,RETAIL,3,ARCHIVO Y ACCESORIOS,306,TARJETAS Y TARJETEROS,30601,TARJETAS INDICE BLANCAS,10182,PRODUCTOS DIETRIX,3060101,50137083,PRODUCTOS,Marca Externa,1,22.84,26.5,ST,16.44,18.27,22.84,18.27,4.57,0.2001,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T038,Tabasco                       ,02/02/2026,85388,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90203,PEGAMENTOS DE CONTACTO,10764,INDUSTRIAS KOLA LOKA,9020301,50064299,KOLA LOKA,Marca Externa,1,25.78,29.9,ST,16.572,19.79,25,19.79,5.98,0.2322,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T078,Cancun II                     ,13/06/2024,37312,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40202,PLANEADORES,10223,INDUSTRIAS DANPEX,4020201,50084460,DANPEX,Marca Externa,1,128.45,149,ST,116.64,112.82,128.45,112.82,15.62,0.1216,D,No EcolÂ¾gico,Tienda Igual Retail,Activa
T048,Tlaquepaque                   ,06/07/2024,95107,RETAIL,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101704,ROLLERBALL FINO,10502,PENTEL DE MEXICO,10170401,50063001,PENTEL,Marca Externa,1,335.34,389,ST,244.752,269.65,335.34,269.65,65.69,0.1959,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T069,SLP II                        ,08/11/2024,12594,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,20533,OFFICE DEPOT ASIA HOLDING,10120101,50116729,,Marca Externa,3,333.62,387,ST,58.26,81.22,111.21,243.66,89.97,0.2697,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T083,Aguascalientes II             ,28/02/2024,82690,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50066253,OFFICEMAX,Marca Propia,1,51.64,59.9,ST,21.888,36.72,54.22,36.72,14.92,0.2889,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T020,Mariano Otero                 ,24/04/2026,87570,RETAIL,4,CARPETAS,402,PLANEADORES Y AGENDAS,40202,PLANEADORES,20533,OFFICE DEPOT ASIA HOLDING,4020201,50065879,DIVOGA,Marca Externa,1,159.48,185,ST,91.128,113.83,159.48,113.83,45.65,0.2862,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T007,Veracruz                      ,25/10/2024,23946,RETAIL,3,ARCHIVO Y ACCESORIOS,301,FOLDERS,30102,FOLDERS COLORES,28730,"PARKROSE GROUP, S.L.",3010201,50125494,STUK,Marca Propia,1,43.02,49.9,ST,22.764,30.99,30.11,30.99,12.02,0.2795,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T017,Queretaro                     ,30/09/2024,73250,RETAIL,4,CARPETAS,405,ENMICADO Y ENGARGOLADO,40501,ENMICADO,12160,QUANTUM GRAPHICS,4050102,50076356,OFFICEMAX,Marca Propia,2,308.62,358,ST,86.724,113.29,154.31,226.58,82.04,0.2658,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II                     ,20/08/2024,41672,RETAIL,10,ARTICULOS ESCOLARES,1012,LIBRETAS EJECUTIVAS,101201,LIBRETAS FORMA FRANCESA,20533,OFFICE DEPOT ASIA HOLDING,10120101,50116729,,Marca Externa,1,111.21,129,ST,58.26,81.31,111.21,81.31,29.91,0.2689,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T058,Mazatlan                      ,02/03/2024,14179,RETAIL,9,SUMINISTROS DE OFICINA,903,CINTAS ADHESIVAS,90303,CINTAS INVISIBLES,20533,OFFICE DEPOT ASIA HOLDING,9030301,50063049,OFFICEMAX,Marca Propia,1,102.59,119,ST,52.464,73.63,102.59,73.63,28.95,0.2822,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T053,La Paz                        ,26/03/2026,70518,RETAIL,9,SUMINISTROS DE OFICINA,909,ARTICULOS DE MONTAJE,90902,CINTAS DE MONTAJE,11496,"3M MEXICO,",9090201,50113868,SCOTCH,Marca Externa,2,274.14,318,ST,97.92,109.335,137.07,218.67,55.47,0.2023,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T077,San Isidro                    ,14/07/2025,82496,RETAIL,9,SUMINISTROS DE OFICINA,905,ENGRAPADORAS,90502,ENGRAPADORAS TIRA COMPLETA,10203,ACEGRAPAS FIFA,9050201,50033295,PILOT,Marca Externa,1,238.79,277,ST,180.48,194.6,214.66,194.6,44.19,0.1851,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II                     ,06/08/2024,38476,RETAIL,10,ARTICULOS ESCOLARES,1016,LONCHERAS,101602,BOTELLAS Y TERMOS,20533,OFFICE DEPOT ASIA HOLDING,10160201,50116804,STUK,Marca Propia,1,120.09,139.3,ST,113.568,101.05,171.55,101.05,19.04,0.1585,N,EcolÂ¾gico,Tienda Igual Retail,Activa
T073,Culiacan 3 Rios               ,17/08/2024,57535,RETAIL,10,ARTICULOS ESCOLARES,1019,CRAYONES,101902,CRAYONES JUMBO,11171,BINNEY Y SMITH MEXICO,10190201,50015530,CRAYOLA,Marca Externa,1,89.91,104.3,ST,93.336,83.8,145.69,83.8,6.11,0.068,A,No EcolÂ¾gico,Tienda Inactiva,Inactiva
T040,Americas                      ,04/08/2024,45140,RETAIL,10,ARTICULOS ESCOLARES,1006,MOCHILAS,100602,MOCHILAS UNIVERSITARIAS,11907,URBAN ARENA,10060203,50118067,TOTTO,Marca Externa,1,904.57,1049.3,ST,852.876,807.65,1292.24,807.65,96.92,0.1071,T,No EcolÂ¾gico,Tienda Igual Retail,Activa
T042,Irapuato                      ,24/04/2025,64938,RETAIL,4,CARPETAS,403,PROTECTORES,40302,MULTIMICAS,20533,OFFICE DEPOT ASIA HOLDING,4030201,50061981,OFFICEMAX,Marca Propia,1,81.47,94.5,ST,30.42,54.74,81.47,54.74,26.73,0.328,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
T065,Merida II                     ,22/07/2025,85262,RETAIL,9,SUMINISTROS DE OFICINA,902,PEGAMENTOS Y ADHESIVOS,90202,PEGAMENTO BLANCO,10933,"HENKEL CAPITAL,",9020201,50051954,RESISTOL,Marca Externa,1,23.28,27,ST,16.68,18.59,22.33,18.59,4.69,0.2014,N,No EcolÂ¾gico,Tienda Igual Retail,Activa
